,WBID,whole_dataset_geTMM,asel_geTMM,aser_geTMM
10239,WBGene00012885,5.483937731,6.589215161,5.632398671
10240,WBGene00012886,0.184937435,0.148753303,0
10241,WBGene00012887,2.853846636,1.215142099,1.331565843
10242,WBGene00012888,1.594370605,1.0629827,0.925943063
10243,WBGene00012889,3.483117988,3.824386367,4.01081449
10244,WBGene00012890,3.704567781,3.710326653,4.005712409
10245,WBGene00012891,2.255339021,0.652976122,1.343031529
10246,WBGene00012892,0.282760177,0.778372217,0
10247,WBGene00012893,0.971007516,0.224994779,0.623342627
10248,WBGene00012894,6.535133154,7.937292736,8.206369696
10249,WBGene00012895,2.181005236,3.421843427,4.128566207
10250,WBGene00012896,6.592691874,6.558115679,6.099677808
10251,WBGene00012897,6.634013202,5.123821958,6.61299048
10252,WBGene00012898,0.922348965,0.791462361,0.612645612
10253,WBGene00012899,0.324561976,0.111943044,0.170381229
10254,WBGene00012900,0.21768236,0,0
10255,WBGene00012901,1.817685284,0.727458255,0.678326689
10256,WBGene00012903,5.947808631,4.087550025,6.88772791
10257,WBGene00012904,2.994038306,1.167150981,2.228780398
10258,WBGene00012905,0.63526639,0.287672188,0.461655773
10259,WBGene00012906,3.269954884,3.173756701,3.165561445
10260,WBGene00012907,5.161610925,1.905135929,4.65364227
10261,WBGene00012908,5.684100845,4.417185025,4.127735191
10262,WBGene00012909,3.543974636,1.686554458,2.720466177
10263,WBGene00012910,1.585301207,0.466908013,2.225016344
10264,WBGene00012911,1.402111612,3.645021838,1.487579826
10265,WBGene00012912,0.708142122,3.154475617,0.3843153
10266,WBGene00012913,0.031565766,0,0
10267,WBGene00012914,0.109967198,0.055313767,0.150393888
10268,WBGene00012915,2.184753371,3.01125744,1.005739364
10269,WBGene00012917,0.953622285,1.185813346,1.100063813
10270,WBGene00012919,0.666119757,0.612771409,0.339157675
10271,WBGene00012920,2.780582503,2.57919388,2.128673429
10272,WBGene00012921,1.084572981,4.699502726,1.290134006
10273,WBGene00012922,0.567947358,0.134313807,0.73016496
10274,WBGene00012923,0.97787463,0.141176281,0.365613715
10275,WBGene00012924,1.113541043,0.676890782,0.415608164
10276,WBGene00012925,0.403052491,0.334922415,0.230334005
10277,WBGene00012926,1.026806382,0.96359246,0.436804339
10278,WBGene00012927,1.940676143,1.036166766,1.153021105
10279,WBGene00012928,4.294501089,6.385858194,5.674299951
10280,WBGene00012929,3.937810145,4.250273482,1.816713955
10281,WBGene00012930,3.322404148,3.139350566,3.200548117
10282,WBGene00012931,4.590899356,5.235221185,6.024401468
10283,WBGene00012932,5.176294315,4.58798337,5.15584957
10284,WBGene00012933,2.531901705,1.130992457,1.859075146
10285,WBGene00012934,2.389939901,1.17438295,1.417934409
10286,WBGene00012935,2.061524849,3.066905025,2.09217974
10287,WBGene00012936,2.501257357,1.460827436,1.273083198
10288,WBGene00012937,0.85645915,0.911368382,0.834548931
10289,WBGene00012938,1.417024615,1.061066237,0.518350914
10290,WBGene00012939,0.846331047,0.651500191,0.98080394
10291,WBGene00012940,0.786895293,0.209186282,1.896610866
10292,WBGene00012941,0.802164326,0.299106987,0.500279319
10293,WBGene00012942,2.08790398,1.999293128,1.806019866
10294,WBGene00012943,3.493720626,1.783913171,4.885538702
10295,WBGene00012946,0.335328149,0.174345317,0.106967255
10296,WBGene00012947,1.024416448,0.642172273,0.676553018
10297,WBGene00012948,3.734832365,3.450667133,1.769800946
10298,WBGene00012950,3.834754689,2.445062428,1.290273422
10299,WBGene00012951,4.645785704,3.21470357,4.28679696
10300,WBGene00012952,0.101156462,0,0.161842534
10301,WBGene00012953,1.16906288,0.72071421,1.815003137
10302,WBGene00012954,0.513349544,0.323035028,0.241326609
10303,WBGene00012955,0.209984153,0.093342496,0.239772112
10304,WBGene00012956,1.088993412,1.285623936,0.795932754
10305,WBGene00012958,0.085008134,0,0
10306,WBGene00012959,0.23342251,0,0.069760192
10307,WBGene00012960,2.157888626,1.238994669,2.415367243
10308,WBGene00012961,1.090510268,1.020442378,0.447279616
10309,WBGene00012962,2.419307741,2.355178077,1.09342138
10310,WBGene00012964,3.702565617,2.157539128,3.242754215
10311,WBGene00012965,0.583533277,0.417086181,0.320511357
10312,WBGene00012966,3.586886686,1.546331313,2.433781642
10313,WBGene00012967,3.094204599,5.010768307,5.439515923
10314,WBGene00012968,1.320588528,1.173848646,1.402766783
10315,WBGene00012969,0.19928996,0.555524731,0.178133175
10316,WBGene00012970,0.728301005,0.684261596,0.479846686
10317,WBGene00012972,2.899885631,1.430404913,5.309669038
10318,WBGene00012973,6.442584454,6.629564284,7.20566199
10319,WBGene00012974,0.660425041,0.859708681,0.469886844
10320,WBGene00012975,1.377643809,4.406555261,1.464861604
10321,WBGene00012976,0.590370387,0.577894558,0.497577476
10322,WBGene00012977,3.337176533,3.463568653,3.585023911
10323,WBGene00012978,3.167374993,1.476670207,2.836732833
10324,WBGene00012979,0.761016693,1.045572317,0.270655432
10325,WBGene00012980,1.996046507,0.840223638,0.92876951
10326,WBGene00012981,0.209521413,0,0.182954949
10327,WBGene00012982,6.045737379,5.781771269,7.527641382
10328,WBGene00012983,6.785233859,7.61702725,8.583095874
10329,WBGene00012984,2.64018687,0.933211984,3.351000373
10330,WBGene00012987,3.554003338,1.334736664,3.487656172
10331,WBGene00012988,2.873480029,1.314497142,1.192318265
10332,WBGene00012989,4.680814384,7.171160627,6.166830405
10333,WBGene00012990,4.655840219,4.026073236,3.217710067
10334,WBGene00012992,2.934063986,1.541804808,4.298906784
10335,WBGene00012993,3.177277686,1.947682226,1.383556834
10336,WBGene00012994,4.091436211,4.564309876,5.178832295
10337,WBGene00012995,4.399491145,4.893077411,3.54666898
10338,WBGene00012996,5.59663946,6.026021887,6.220299201
10339,WBGene00012997,3.515609949,4.358319046,3.89894235
10340,WBGene00012998,2.076168678,0.985315251,1.091015403
10341,WBGene00012999,3.613566778,3.913498194,3.182568995
10342,WBGene00013000,1.553191429,0.726663918,0.51433585
10343,WBGene00013001,1.191098557,0.672980734,0.368034952
10344,WBGene00013002,4.864328199,5.766868234,4.753420591
10345,WBGene00013004,3.592775874,1.601166891,1.693712335
10346,WBGene00013006,2.107659614,1.098372627,2.060460167
10347,WBGene00013007,1.309460428,1.569411752,1.707046909
10348,WBGene00013008,1.023942658,1.126616937,0.925612223
10349,WBGene00013009,1.495698823,0.152287976,1.522073596
10350,WBGene00013011,5.415188741,5.083818866,6.070177643
10351,WBGene00013013,0.456552456,0.124751007,0.390791596
10352,WBGene00013014,3.762823434,4.4713694,3.319482376
10353,WBGene00013015,1.03898063,0,0.621641308
10354,WBGene00013017,5.275018785,5.281759662,4.753478073
10355,WBGene00013018,4.902567668,5.663998359,4.303024734
10356,WBGene00013019,1.912138344,1.21061457,0.929850373
10357,WBGene00013020,5.785003966,6.079357487,5.763135368
10358,WBGene00013021,3.601915229,1.096239108,3.723990892
10359,WBGene00013023,2.277201622,3.136272341,4.093018596
10360,WBGene00013024,3.000769708,0.931604896,1.370272206
10361,WBGene00013025,7.511686604,7.631184585,8.59401024
10362,WBGene00013026,0.944153308,0.987279296,0
10363,WBGene00013027,1.30832667,0.561007996,0.86785488
10364,WBGene00013028,0.414387568,0.334948334,0.157430458
10365,WBGene00013029,5.578046535,3.881894934,5.828140364
10366,WBGene00013030,1.132118732,1.157766578,0.866751386
10367,WBGene00013031,0.151699838,0.574660062,0.075338197
10368,WBGene00013032,0.365587185,0.213192958,0.224641759
10369,WBGene00013033,0.945739546,0.992839256,0.560236945
10370,WBGene00013034,4.526568855,4.56571742,3.003073008
10371,WBGene00013035,1.05622933,0.616388221,0.965663418
10372,WBGene00013036,0.441090464,0.402350959,0.250939156
10373,WBGene00013037,0.866909114,0.520305718,0.798320904
10374,WBGene00013038,1.960859033,1.425614099,1.288734828
10375,WBGene00013039,4.078666173,1.499652374,4.951042968
10376,WBGene00013040,2.05685054,0.577956947,2.480446826
10377,WBGene00013041,1.616998202,1.328583403,1.665001503
10378,WBGene00013042,5.536679446,5.830564231,4.399677196
10379,WBGene00013043,1.599527198,3.505728065,2.242958548
10380,WBGene00013044,0.128748665,0.072615689,0.1004129
10381,WBGene00013046,0.877931132,0.983672325,0.773226107
10382,WBGene00013047,0.281896858,0.275637743,0
10383,WBGene00013048,0.360553824,0.438110334,0.356418136
10384,WBGene00013049,0.203967136,0.220215579,0.126005005
10385,WBGene00013050,0.104958635,0.251253478,0
10386,WBGene00013052,0.30315548,0.240331187,0.196506725
10387,WBGene00013053,0.722713035,0.554372855,0.159069913
10388,WBGene00013054,0.236051545,0,0
10389,WBGene00013055,0.147805983,0,0
10390,WBGene00013058,0.090396839,0,0
10391,WBGene00013059,0.186904385,0,0
10392,WBGene00013060,0.15592222,0.263156471,0
10393,WBGene00013061,0.035035637,0,0
10394,WBGene00013066,0.434411267,1.873136631,0.358549498
10395,WBGene00013068,0.207979194,0.407917416,0
10396,WBGene00013069,0.354426214,0.449412521,0.389760727
10397,WBGene00013070,0.082227252,0.070453841,0
10398,WBGene00013071,2.314904345,12.28728373,15.75296555
10399,WBGene00013072,0.692412909,2.002803753,0.762866956
10400,WBGene00013073,0.806079198,0.220036438,0.695839855
10401,WBGene00013074,0.980398076,0.703955912,1.090446135
10402,WBGene00013075,3.368012299,1.664870389,3.804376169
10403,WBGene00013076,0.122338805,0.068181625,0
10404,WBGene00013077,1.821739603,1.555999597,1.196517767
10405,WBGene00013078,1.342593427,0.680123031,0.896639964
10406,WBGene00013079,1.961785495,1.608410125,1.834549328
10407,WBGene00013080,0.677815698,0.522106305,0.578515191
10408,WBGene00013081,2.452094247,3.53982415,1.731739933
10409,WBGene00013082,1.312419427,2.656712821,0.720462136
10410,WBGene00013083,0.891445972,0.96467741,0.899629247
10411,WBGene00013085,0.362858521,0.492029445,0.145079311
10412,WBGene00013086,0.030067051,0.068957099,0.067628543
10413,WBGene00013087,0.493728034,0.588678994,0.420937784
10414,WBGene00013088,0.103040293,0,0.119326019
10415,WBGene00013089,0.147301127,0,0
10416,WBGene00013090,0.048549679,0,0
10417,WBGene00013091,0.299973459,0.400537851,0.116910234
10418,WBGene00013093,4.369831412,6.482752428,5.405155626
10419,WBGene00013094,7.152928543,7.112216443,6.743636068
10420,WBGene00013095,4.662189331,3.903685496,4.842172019
10421,WBGene00013096,4.138275244,4.950248136,4.03337338
10422,WBGene00013098,5.026231631,3.9191171,1.893175508
10423,WBGene00013100,0.290105191,0.236515174,0.083092613
10424,WBGene00013101,0.456036365,0.451270116,0.524288934
10425,WBGene00013103,0.94003383,1.036929314,0.817972618
10426,WBGene00013104,0.803727631,0.269606365,0.5267547
10427,WBGene00013105,0.015065102,0,0
10428,WBGene00013106,5.427826584,5.395385678,4.638153745
10429,WBGene00013107,1.96298746,0.723946557,0.766042441
10430,WBGene00013109,2.467404689,1.588821161,1.687387288
10431,WBGene00013111,6.597483371,6.768884522,8.423383897
10432,WBGene00013112,0.099801543,0.200470831,0.442564273
10433,WBGene00013116,0.315174396,0.30321974,0.237336726
10434,WBGene00013118,0.488283553,0.61570833,0.233217731
10435,WBGene00013119,0.502959767,0.36081885,0.338636998
10436,WBGene00013120,0.023855211,0,0
10437,WBGene00013121,0.175228538,0.090547678,0.104220543
10438,WBGene00013122,0.41459834,0,0
10439,WBGene00013123,5.291768999,3.789412643,4.746387373
10440,WBGene00013124,3.80786011,4.55426828,3.805269568
10441,WBGene00013125,0.218568515,0.18018111,0.321316667
10442,WBGene00013126,0.110681918,0.329221291,0
10443,WBGene00013127,1.046195217,1.188021839,1.136745428
10444,WBGene00013128,3.592763794,3.249045699,3.419448047
10445,WBGene00013129,2.708385996,1.166494546,1.117341013
10446,WBGene00013130,0.828073254,0.267745132,0.834927986
10447,WBGene00013131,0.779628144,0.800344138,0.152073774
10448,WBGene00013132,4.794361087,5.716937675,3.640885685
10449,WBGene00013134,0.25151293,0.550653318,0.308161195
10450,WBGene00013135,1.449225658,6.479980907,0.936897296
10451,WBGene00013136,4.09090067,4.662675682,4.192094345
10452,WBGene00013137,3.867726721,3.704677691,3.092775209
10453,WBGene00013138,0.498851606,0.562232242,0.363776893
10454,WBGene00013139,3.757378104,0.936735186,4.509641041
10455,WBGene00013140,5.260250726,4.878699973,6.439775158
10456,WBGene00013141,0.037507885,0,0
10457,WBGene00013142,0.405137829,0.111520445,0.162284167
10458,WBGene00013143,2.615345503,2.881693359,3.188193026
10459,WBGene00013144,4.700610187,1.722173106,4.743460171
10460,WBGene00013145,0.136131683,0,0.061578917
10461,WBGene00013146,1.004108783,0.492001914,0.667327502
10462,WBGene00013147,0.107784908,0,0.142705858
10463,WBGene00013148,0.445941367,0.599447449,0.337326585
10464,WBGene00013149,0.366103971,0.17393053,1.768305339
10465,WBGene00013150,1.766460773,0.497568748,1.434380115
10466,WBGene00013151,1.670388386,1.054590196,1.988930069
10467,WBGene00013152,0.313006067,0.74136469,0.125141137
10468,WBGene00013153,0.483225073,0.851139902,0
10469,WBGene00013154,0.245223931,0,0
10470,WBGene00013155,0.250743308,0,0
10471,WBGene00013156,2.471443873,4.009449635,1.296885981
10472,WBGene00013157,0.567551942,2.704448962,0.196852761
10473,WBGene00013158,1.167502894,1.292211872,0.837251012
10474,WBGene00013159,3.795045201,4.989232337,4.344492407
10475,WBGene00013160,2.964854116,1.266902685,3.827916959
10476,WBGene00013161,6.561401892,6.839916819,4.848018469
10477,WBGene00013162,0.063994924,0,0
10478,WBGene00013163,0.020538852,0,0.119622906
10479,WBGene00013164,2.883006213,3.62102407,4.617396541
10480,WBGene00013165,0.51467711,0.290640958,0.644492034
10481,WBGene00013166,0.625275195,5.770612262,4.476343245
10482,WBGene00013167,2.101308851,4.742421339,1.233697292
10483,WBGene00013168,6.542592234,6.442457416,6.258198623
10484,WBGene00013169,0.772044761,0.647163102,0.593826459
10485,WBGene00013170,0.407938711,0.357225228,0.289394607
10486,WBGene00013171,0.876568141,0.662134788,0.451236104
10487,WBGene00013172,0.077914086,0,0
10488,WBGene00013173,1.197657806,1.01691406,0.827026858
10489,WBGene00013175,0.819989824,0.317953823,0.619754663
10490,WBGene00013176,3.215740949,1.609365385,3.03378912
10491,WBGene00013177,5.165568601,4.017784287,5.57418545
10492,WBGene00013178,2.346652326,0.855277458,0.826656318
10493,WBGene00013179,0.106084603,0.105052948,0.21418845
10494,WBGene00013180,1.124811602,1.557056043,1.846896696
10495,WBGene00013181,1.892395395,1.269351963,2.101062626
10496,WBGene00013182,0.280339186,0,0.346993016
10497,WBGene00013186,0.203704395,0.133754954,0.097079121
10498,WBGene00013187,3.637030494,10.59130147,11.59326822
10499,WBGene00013188,3.289543125,1.117884553,3.346304474
10500,WBGene00013189,4.52305675,4.277295801,4.646529631
10501,WBGene00013190,0.873241251,0.404698924,0.184880542
10502,WBGene00013192,0.872817497,0.873871185,0.175507752
10503,WBGene00013193,1.387531264,1.12671274,0.945224982
10504,WBGene00013194,0.496884681,0.241459494,0.370291812
10505,WBGene00013195,3.910927188,5.511524307,8.061297903
10506,WBGene00013196,3.078315586,1.340351814,2.715952859
10507,WBGene00013197,2.300009587,4.88363695,5.064577361
10508,WBGene00013198,2.335434689,1.707344038,2.459350567
10509,WBGene00013200,5.414943314,4.58358163,4.568020892
10510,WBGene00013201,2.461065427,0.979112504,2.958017379
10511,WBGene00013202,5.338904353,4.810540491,3.343219162
10512,WBGene00013203,2.398871492,0.577468502,0.79956995
10513,WBGene00013204,1.751824799,0.810780829,1.98589653
10514,WBGene00013207,0.241759405,0.200315049,0.321979497
10515,WBGene00013208,1.483899224,2.779490442,2.072027715
10516,WBGene00013209,3.654811816,1.674068219,3.596069203
10517,WBGene00013210,3.206336505,1.865958721,3.080707481
10518,WBGene00013211,2.874488781,2.996635779,2.254877882
10519,WBGene00013212,2.581282663,1.371488569,1.313841155
10520,WBGene00013213,2.933552307,3.801743401,1.70798228
10521,WBGene00013214,1.507134141,1.248981491,1.228268581
10522,WBGene00013215,1.664974289,0.717387738,0.761001994
10523,WBGene00013216,3.422244558,1.481781585,4.220750725
10524,WBGene00013217,4.699988816,3.610899044,3.258466652
10525,WBGene00013218,1.04592783,0.533589987,0.377797731
10526,WBGene00013219,7.180931963,6.980493166,7.246077168
10527,WBGene00013220,0.911071349,0.920747404,0.94759638
10528,WBGene00013221,0.472600939,0.35359393,0.377002039
10529,WBGene00013222,2.974442584,3.543846646,2.875516706
10530,WBGene00013223,4.333448589,1.317265444,4.479395484
10531,WBGene00013224,3.067632526,2.64324578,2.670280523
10532,WBGene00013225,4.844588195,4.72716096,7.1758886
10533,WBGene00013226,0.531086546,1.040301691,0.123023805
10534,WBGene00013227,0.970286897,0.944687301,0.933184716
10535,WBGene00013228,4.447220375,3.990766555,3.71522683
10536,WBGene00013230,0.055562395,0.069869187,0
10537,WBGene00013231,3.005814008,0.839352562,3.667631304
10538,WBGene00013232,2.574521682,3.591910839,3.205572642
10539,WBGene00013233,0.149150431,0.40756508,0.075767595
10540,WBGene00013234,0.159218803,0.222281408,0
10541,WBGene00013235,1.835747101,2.752972524,1.25423601
10542,WBGene00013236,5.33898407,5.922453576,4.653156752
10543,WBGene00013237,6.246285989,6.483729658,7.040335319
10544,WBGene00013238,5.947038272,5.621690709,5.407139326
10545,WBGene00013239,1.086256755,1.535261679,1.571664262
10546,WBGene00013240,3.432717732,0.953837479,3.349779845
10547,WBGene00013241,2.090002128,1.041437599,1.113788783
10548,WBGene00013242,4.392366773,5.644445732,5.141558263
10549,WBGene00013243,2.694896988,3.811294299,1.851709572
10550,WBGene00013244,2.22926863,1.208736931,1.543909052
10551,WBGene00013246,0.634599781,0.691717032,0.49132267
10552,WBGene00013247,1.262362356,1.930837776,0.586465604
10553,WBGene00013248,0.806556807,1.015192381,0.654357097
10554,WBGene00013249,0.417092765,0.493063874,0.282893189
10555,WBGene00013250,0.612902123,0.761709008,0.480571493
10556,WBGene00013251,0.459493409,0.827227663,0.221227691
10557,WBGene00013252,0.556188404,0.907223998,0.191673736
10558,WBGene00013253,2.497686898,2.60938667,0.802089751
10559,WBGene00013254,0.206482955,0.093265219,0
10560,WBGene00013255,2.891310344,3.450358338,1.59338427
10561,WBGene00013256,4.131408976,3.553830183,3.621543465
10562,WBGene00013257,0.504990632,0.521300466,0.374527475
10563,WBGene00013258,1.720773158,0.796755221,0.786335308
10564,WBGene00013259,4.627898332,3.591608165,3.052237054
10565,WBGene00013260,3.339748737,1.577510212,3.708554113
10566,WBGene00013261,1.267933623,0.460333212,0.587459909
10567,WBGene00013263,3.259237379,2.192890588,2.222626102
10568,WBGene00013264,0.738024095,0.886111503,1.052974092
10569,WBGene00013265,2.744657295,0.921614626,1.960758462
10570,WBGene00013266,3.254962369,1.529642359,1.564630219
10571,WBGene00013267,2.893210187,1.228331056,3.443269224
10572,WBGene00013268,2.715776462,1.417820215,1.413816858
10573,WBGene00013269,3.501299765,4.620550055,2.70823695
10574,WBGene00013270,2.366282288,1.381560414,1.225524485
10575,WBGene00013272,1.816359751,6.037619391,5.642298895
10576,WBGene00013273,7.319253865,8.750801013,8.909939036
10577,WBGene00013275,0.988853832,0.358174009,0.589258881
10578,WBGene00013276,0.614653511,0.071864066,0.457319687
10579,WBGene00013277,0.360964592,0.139664863,0.080508405
10580,WBGene00013278,0.127797909,0,0
10581,WBGene00013279,0.540062593,0.419872306,0.406850211
10582,WBGene00013280,0.035368419,0,0
10583,WBGene00013281,0.512637326,0,0.4729211
10584,WBGene00013282,0.229165148,0.07351649,0.198439816
10585,WBGene00013283,0.204776233,0,0.219775653
10586,WBGene00013284,1.706199737,1.726441421,1.641600265
10587,WBGene00013285,0.610373995,0.393784864,0.398095135
10588,WBGene00013286,0.284507261,0.271051232,0.164267197
10589,WBGene00013287,1.829285991,2.309519845,2.008257883
10590,WBGene00013288,0.049209757,0.43483326,0
10591,WBGene00013289,2.648747553,5.042084555,2.789283013
10592,WBGene00013290,1.349051004,1.468698319,1.001777559
10593,WBGene00013292,1.645553656,1.117358534,1.406847215
10594,WBGene00013293,0.105169669,0,0
10595,WBGene00013294,0.137219057,0.172196595,0
10596,WBGene00013295,1.75585028,3.641877379,5.307048091
10597,WBGene00013296,0.304042753,0.181440035,0
10598,WBGene00013297,0.734038717,0.094282153,0
10599,WBGene00013298,2.000773469,7.180150699,8.62027831
10600,WBGene00013299,0.383306562,0.090799898,0.195882548
10601,WBGene00013300,0.169794929,0.121057597,0.136981251
10602,WBGene00013301,5.785404528,4.608428961,5.131194279
10603,WBGene00013302,5.154816657,4.066570214,4.722907605
10604,WBGene00013303,1.443006687,0.543688583,0.372604726
10605,WBGene00013304,0.517331968,1.954621926,0.258907062
10606,WBGene00013305,0.006915805,0,0
10607,WBGene00013306,0.420315778,0.394686063,0.08945226
10608,WBGene00013307,5.939426247,6.333362125,7.121619352
10609,WBGene00013308,3.359990366,4.01000623,3.593415751
10610,WBGene00013310,1.762026939,0.671749182,1.083992909
10611,WBGene00013311,8.875013583,8.613306461,8.731671574
10612,WBGene00013312,2.22820355,1.41327751,1.837958962
10613,WBGene00013313,0.170779103,0,0.1756881
10614,WBGene00013315,1.460983684,0.218288896,0.160828318
10615,WBGene00013316,0.545544926,2.180908245,0.327182245
10616,WBGene00013317,7.411512323,6.877365617,8.324479868
10617,WBGene00013318,0.317420278,0.264286064,0.098876472
10618,WBGene00013319,0.081812073,0,0
10619,WBGene00013321,0.992445201,0.493024693,0.977178329
10620,WBGene00013322,2.271065233,3.317214151,6.190417883
10621,WBGene00013323,4.263799754,4.856471014,4.124164314
10622,WBGene00013324,3.44335879,3.650526673,3.505696501
10623,WBGene00013325,5.108995066,4.746133234,4.118680611
10624,WBGene00013326,4.193110079,3.753977345,2.029711179
10625,WBGene00013327,2.333976715,0.891247899,2.398663514
10626,WBGene00013328,0.388759243,0.087154294,0
10627,WBGene00013329,0.364394275,0,0
10628,WBGene00013330,0.527362912,0.397649826,0
10629,WBGene00013331,1.004401503,0.616979067,0.770130746
10630,WBGene00013332,3.734788411,4.295630303,1.283657349
10631,WBGene00013333,1.088415009,2.80104371,2.928764286
10632,WBGene00013334,1.835313199,1.932011249,1.806677582
10633,WBGene00013335,1.906417402,1.239807123,0.0678866
10634,WBGene00013336,1.069940304,0.675416902,1.179417465
10635,WBGene00013337,0.205403327,0,0.114080142
10636,WBGene00013338,0.073997418,0,0
10637,WBGene00013339,3.170288035,1.277132917,2.770756654
10638,WBGene00013340,6.388929834,6.15606465,6.453441732
10639,WBGene00013343,6.33629064,5.527285095,6.288781946
10640,WBGene00013344,2.928496736,3.119911442,3.161459834
10641,WBGene00013345,5.289006567,5.973680487,4.430065315
10642,WBGene00013347,5.45176047,5.490433727,6.585989054
10643,WBGene00013348,0.705878912,0.691144823,0.259310991
10644,WBGene00013349,0.883757007,0.556263051,0.727551373
10645,WBGene00013350,2.70893874,3.000095992,2.346707651
10646,WBGene00013351,0.028970185,0,0
10647,WBGene00013352,2.251366351,2.056318618,2.071985908
10648,WBGene00013353,2.471535996,0.961335798,2.969459829
10649,WBGene00013354,5.149910026,1.613684413,4.044983009
10650,WBGene00013355,5.876447456,5.104219519,4.367933406
10651,WBGene00013356,1.164245248,1.414267324,0.964797026
10652,WBGene00013357,0.304122433,0.298813373,0.105866221
10653,WBGene00013358,6.204804974,6.258885409,7.294654683
10654,WBGene00013359,4.318342015,1.051056242,4.450559525
10655,WBGene00013360,6.112954726,6.841212872,6.241541661
10656,WBGene00013361,3.085467076,1.410092281,4.632165061
10657,WBGene00013362,2.442589778,4.72088606,2.701037701
10658,WBGene00013363,0.904013073,0.383099679,0.363773929
10659,WBGene00013364,0.493434998,0.342506859,0.523568089
10660,WBGene00013365,4.460558481,3.130418375,4.736882037
10661,WBGene00013366,2.375664846,1.044474181,2.088026137
10662,WBGene00013367,1.097536184,0.149004694,0.207786898
10663,WBGene00013368,0.39631996,0.719704862,0.191071559
10664,WBGene00013369,0.226716452,0,0
10665,WBGene00013370,0.073148984,0,0.120058117
10666,WBGene00013373,0.270627955,0,0.666095548
10667,WBGene00013374,0.278545494,0.391952368,0
10668,WBGene00013375,0.566652121,0,0.411519397
10669,WBGene00013376,4.641719598,4.965538261,3.733625268
10670,WBGene00013378,7.384772227,6.728335451,7.362284758
10671,WBGene00013379,6.39936668,6.485625601,6.988988062
10672,WBGene00013380,0.832138564,0.894813898,0.845420534
10673,WBGene00013381,0.665210811,0.601527776,0.661815468
10674,WBGene00013382,1.954467521,2.286110553,1.169451487
10675,WBGene00013383,1.881745429,0.293869335,1.286385168
10676,WBGene00013385,1.539072623,0.796554152,0.648618714
10677,WBGene00013387,1.425543554,0.602672774,1.878812471
10678,WBGene00013388,0.621740953,0.868004279,0.6760607
10679,WBGene00013389,0.345513759,0,0.294398706
10680,WBGene00013390,0.025088122,0,0
10681,WBGene00013391,0.56250652,0,0
10682,WBGene00013392,0.723946111,0,0.161986144
10683,WBGene00013393,1.048274281,0.188107261,0.115941243
10684,WBGene00013394,1.142285292,0,0.217030371
10685,WBGene00013396,0.009891352,0,0
10686,WBGene00013397,0.086146094,0,0
10687,WBGene00013398,0.264636267,1.556253849,0.977211773
10688,WBGene00013399,0.190510772,1.104187575,1.891405581
10689,WBGene00013400,0.468318193,0.323326811,0.11472669
10690,WBGene00013401,0.205697594,0,2.047964012
10691,WBGene00013402,1.17851993,2.130410503,0.905704251
10692,WBGene00013403,0.491263009,1.395472765,0.898184047
10693,WBGene00013404,0.280546167,0.582483697,0.301303118
10694,WBGene00013405,1.490229488,0.864757128,0.733385057
10695,WBGene00013406,6.372663919,7.02566018,5.056860552
10696,WBGene00013407,4.380039129,1.88717948,3.363433888
10697,WBGene00013408,0.01264578,0,0
10698,WBGene00013409,0.21362127,0,0
10699,WBGene00013410,0.15693664,0,0.292415909
10700,WBGene00013411,0.066828301,0,0
10701,WBGene00013412,0.460951457,0,0.400700472
10702,WBGene00013415,7.291563698,6.379199688,7.448700039
10703,WBGene00013416,2.809316813,0.886494456,3.560157141
10704,WBGene00013417,1.190677036,0.405852046,1.468557461
10705,WBGene00013418,1.18017831,1.331094003,1.207490947
10706,WBGene00013419,0.964139109,0.768111397,1.007191543
10707,WBGene00013421,0.118816377,0,0.098199849
10708,WBGene00013422,4.59303462,6.08730681,4.651936497
10709,WBGene00013424,0.831940306,0.431704549,0.133395587
10710,WBGene00013425,1.953638321,0.598038516,1.644108565
10711,WBGene00013426,1.21581929,1.664360601,1.233481437
10712,WBGene00013427,0.54753118,1.200032572,0.431445781
10713,WBGene00013429,0.475143466,0.360317483,0.069799704
10714,WBGene00013431,1.116976313,1.008104198,0.782164977
10715,WBGene00013432,0.680826193,0.692098445,0.487870691
10716,WBGene00013433,1.783510741,0.506864016,0.880257338
10717,WBGene00013434,5.232450815,5.375156526,5.360556383
10718,WBGene00013435,3.858888497,1.755761256,3.936658357
10719,WBGene00013436,5.046945252,6.288854505,5.30379693
10720,WBGene00013437,0.503261215,0.470213187,0.276099367
10721,WBGene00013438,0.83998938,1.125873065,1.247874002
10722,WBGene00013439,0.458408055,0.391045893,0.398391138
10723,WBGene00013440,0.297028561,0.198248992,0.236862466
10724,WBGene00013441,4.567321133,3.479260038,3.845426374
10725,WBGene00013442,0.837175775,0.734628155,0.525741098
10726,WBGene00013443,1.333223421,1.270993308,0.926518396
10727,WBGene00013445,0.831914625,1.095441688,0.904447578
10728,WBGene00013446,5.220754277,6.26038459,5.838983446
10729,WBGene00013447,3.4965597,3.235281412,3.97702166
10730,WBGene00013448,2.838908602,3.948651552,5.955881915
10731,WBGene00013449,1.022507109,1.120378038,0.649631613
10732,WBGene00013450,0.139364363,0.048661566,0.113059197
10733,WBGene00013451,0.015132541,0,0
10734,WBGene00013452,0.281733818,0.368632627,0.147871865
10735,WBGene00013453,0.476662772,0.09924051,0
