rxns,formula,normalized_OFD_exp_resp_simi,normalized_OFD_exp_resp,normalized_OFD_exp_simi,normalized_OFD_exp_only,normalized_OFD_no_data,OFD_exp_resp_simi,OFD_exp_resp,OFD_exp_simi,OFD_exp_only,OFD_no_data,FVA_PFD_exp_resp_simi_1,FVA_PFD_exp_resp_simi_2,FVA_PFD_exp_resp_1,FVA_PFD_exp_resp_2,FVA_PFD_exp_simi_1,FVA_PFD_exp_simi_2,FVA_PFD_exp_only_1,FVA_PFD_exp_only_2,FVA_PFD_no_data_1,FVA_PFD_no_data_2,PFD_bounded_exp_resp_simi,PFD_bounded_exp_resp,PFD_bounded_exp_simi,PFD_bounded_exp_only,PFD_bounded_no_data,FVA_OFD_exp_resp_simi_1,FVA_OFD_exp_resp_simi_2,FVA_OFD_exp_resp_1,FVA_OFD_exp_resp_2,FVA_OFD_exp_simi_1,FVA_OFD_exp_simi_2,FVA_OFD_exp_only_1,FVA_OFD_exp_only_2,FVA_OFD_no_data_1,FVA_OFD_no_data_2,OFD_bounded_exp_resp_simi,OFD_bounded_exp_resp,OFD_bounded_exp_simi,OFD_bounded_exp_only,OFD_bounded_no_data,related_responsiveness_constraints,related_similarity_constraints
TCE1137,ser-L[e]  <=> ser-L[c],-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0.0172982506127398,0.0117648878612719,-0.0766034286666426,0.025939538533659,-0.138262541902129,0.011682627343959,-1.27877736153851,0.0175979226983385,-119.580766604031,0.598842325307032,0,0,0,0,0,-0.000852170749228894,0.00107456905600692,-0.0766034286658274,0.0173894563333738,-0.138262541883563,0.011663437153657,-0.608710326602591,0.0130891678510688,-4.10903037753098,0.0199221109620566,0,0,0,0,0,"ND",ND
TCE0660,mthgxl[c]  -> mthgxl[e],0,0.217076343924842,0,0,0,0,0.378628848059311,0,0,0,0,0.1700506716296,0,1.32264514102352,0,0.115596551426482,0,1.05638129866357,0,102.125934386203,0,0,0,0,0,0,0.00844419520600548,0,1.23713155519783,0,0.115596551411015,0,0.514582331467514,0,3.71606309055875,0,0,0,0,0,"ND",ND
TCE0662,na1[e]  <=> na1[c],0.176853837855526,0.294124103870036,0.241910069680595,0.301681790585164,0.0387598528519623,0.212165227831309,0.513017073262234,0.277467619698862,0.333295825392072,0.0467892493368254,-1000,1000,-1000,1000,-1000,1000,-1000,1000,-1000,1000,0,0,0,0,0,-7.38021465097313,14.9768684250063,-65.2206643326963,119.855662605479,-18.3807117960264,35.5736863518886,-25.2076633152401,47.734192026568,-95.4152152068494,173.337125487055,0,0,0,0,0,"ND",ND
TCM1047,cit[c] + icit[m]  <=> cit[m] + icit[c],0.712094469761001,-0.00573322252216257,0.00879842950044352,0,0,0.854274282346523,-0.00999999999993406,0.0100916811515934,0,0,-0.506187008096473,2.21104900140578,-1000,998.522139748922,-0.971817085681024,2.71157844268201,-1000,1000,-1000,1000,0,0,0,0,0,0.742980558212648,0.887461570306491,-66.3377804243004,65.3288074683618,-0.971817085641837,2.71157844257307,-26.0143702688505,25.3694786402774,-96.2019972723845,95.6521904801507,1,0,0,0,0,"ND",ND
TCM1045,succ[m] + mal-L[c]  <=> mal-L[m] + succ[c],-0.044552320935039,-0.0419498779166004,-0.0306845184830723,0,0,-0.053447826952548,-0.0731698059061211,-0.0351947329697568,0,0,-1000,1000,-1000,1000,-1000,1000,-1000,1000,-1000,1000,0,0,0,0,0,-7.62009427688101,7.43312045131968,-65.4790289216298,65.308830961536,-18.5007077894736,18.548547856565,-25.364876089487,25.4423265665741,-95.4817269291553,95.600497134051,0,0,0,0,0,"ND",ND
TCM1044,ribflv[c]  <=> ribflv[m],0,0.00295733205963214,0,0,0,0,0.00515823700925729,0,0,0,0,0.00791374773497648,0,0.0194963997089306,0,0.0120909735497463,0,0.0197450381432269,0,0.668835016969751,0,0,0,0,0,0,0.00545438413038986,0,0.0178635845202926,0,0.0120909735495151,0,0.0146023824678465,0,0.0223001127301359,0,0,0,0,0,"ND",ND
TCM1043,fum[m] + succ[c]  -> succ[m] + fum[c],0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,1000,0,1000,0,1000,0,0,0,0,0,0,7.46875233591721,0,65.4077643523567,0,18.5349642567482,0,25.3981684733891,0,95.4533958865599,0,0,0,0,0,"ND",ND
TCE0542,trp-L[e]  <=> trp-L[c],-0,-0,-0,-0,-0.0214793086791393,-0,-0,-0,-0,-0.0259289098235058,-0.0160437429031191,0.00591067701077016,-0.0451322643528034,0.0127744973403785,-0.0176065790859194,0.00599588438485047,-0.0396380805242028,0.00905560443578492,-1.68636058648974,0.308112206179203,0,0,0,0,0,-0.00086147948262336,0.00034151811289871,-0.0308128931044316,0.00893362333934991,-0.0175632149524893,0.00598895321913657,-0.0248588782472139,0.006731983506656,-0.0553309169835074,0.0102479620521763,0,0,0,0,0,"ND",ND
TCE0544,hxan[e]  <=> hxan[c],-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0.141306596179922,0.00743419508321497,-0.416604282170355,0.0188102534315719,-0.319985163176233,0.00900166908851685,-0.746887660227562,0.0135872254616041,-59.6058591753418,0.462083612237279,0,0,0,0,0,-0.0258541540564024,0.000371006403989228,-0.358912185661104,0.0133868767707125,-0.319985163137896,0.00899040752862407,-0.520039813968608,0.010101471096488,-1.90459145889304,0.0153787058458192,0,0,0,0,0,"ND",ND
TCM0109,akg[m] + mal-L[c]  <=> akg[c] + mal-L[m],-0.514528434345227,-0.0941768843686381,0.183868162653959,-0.170960849311661,0,-0.617261371436678,-0.164265182458841,0.210894327372804,-0.188876290048982,0,-949.889208880698,0.17650097364354,-949.889098548807,1000,-1000,1.947265855687,-1000,1000,-1000,1000,0,0,0,0,0,-5.25886780149918,-0.5193896746641,-40.0521298439722,32.2067596874611,-11.3557733920296,1.81858905904794,-15.9222449700192,13.548112566216,-57.940779295924,47.0048690955168,1,0,0,0,0,"ND",ND
